Age,Gender,Country,Job Title,Trading Volume per Month (USD),Deposit Volume per Month (USD),Withdrawal Volume per Month (USD),Current Balances (USD)
51,Male,France,Wealth Manager,12105.34,9880.27,17693.03,95423.46
49,Male,Germany,Financial Advisor,45567.67,16442.42,11086.41,8373.63
62,Other,Germany,Quantitative Analyst,14506.33,27151.44,22576.87,52766.64
68,Other,Canada,Portfolio Manager,40961.14,25151.54,11179.04,25480.34
75,Other,Brazil,Financial Advisor,14368.27,7003.58,7503.41,40794.63
66,Other,USA,Wealth Manager,46979.18,15605.74,18250.75,44886.41
38,Female,Brazil,Compliance Officer,45731.2,19791.5,22372.95,91451.17
63,Female,Germany,Broker,2258.83,29625.97,16114.09,44158.15
80,Female,Japan,Portfolio Manager,38543.66,987.52,21502.83,69794.79
61,Male,Canada,Portfolio Manager,8556.14,13943.13,12689.39,95176.32
38,Female,China,Compliance Officer,10842.05,29643.85,23873.61,49453.26
61,Male,Japan,Broker,23046.28,29317.31,17571.49,40830.99
28,Other,India,Quantitative Analyst,28858.28,9955.26,5927.69,97296.84
56,Male,USA,Trader,16357.41,50.5,26728.01,82767.64
21,Male,France,Portfolio Manager,28811.63,17622.7,25112.88,93977.29
68,Female,China,Quantitative Analyst,8615.85,26014.82,28919.17,39722.52
18,Other,Japan,Portfolio Manager,1214.65,9762.7,17091.81,69632.44
45,Other,India,Trader,28604.1,28031.39,20288.44,24961.06
80,Female,Australia,Compliance Officer,25919.02,10014.44,25914.2,86582.2
41,Other,UK,Trader,34513.73,18325.53,1625.11,93307.92
78,Other,USA,Market Strategist,32526.12,21675.28,27370.53,26786.65
52,Other,France,Risk Manager,44884.57,10395.2,8171.34,10493.24
30,Female,Canada,Risk Manager,23027.48,10598.58,1758.46,20073.47
64,Other,Brazil,Compliance Officer,517.64,14126.35,7166.33,63283.21
51,Male,UK,Trader,31569.57,25064.94,17611.48,27218.33
28,Male,USA,Portfolio Manager,33789.11,3070.48,1483.02,63861.08
53,Other,China,Wealth Manager,26122.6,18962.81,72.9,35018.87
68,Female,Australia,Analyst,34496.31,20336.57,19198.91,91683.54
78,Female,Canada,Quantitative Analyst,16246.83,16758.29,13628.95,45259.77
34,Female,Germany,Portfolio Manager,7525.53,28078.36,25337.69,49762.2
52,Other,Japan,Quantitative Analyst,33261.23,18079.62,7763.54,34806.5
77,Other,Japan,Compliance Officer,12334.8,19055.57,8457.19,7303.78
35,Male,Canada,Trader,22870.16,18012.81,2372.51,49363.62
57,Female,Germany,Portfolio Manager,24631.97,21674.46,16178.42,77436.45
39,Male,Japan,Risk Manager,23912.26,4105.51,11008.84,95301.48
74,Male,USA,Compliance Officer,29962.61,26833.58,10224.25,7657.56
41,Female,Canada,Market Strategist,1569.74,1322.65,13756.1,79739.75
75,Other,Canada,Portfolio Manager,49485.16,19240.28,25498.14,26706.14
36,Other,China,Financial Advisor,35843.89,18483.65,3200.4,82281.72
54,Male,Germany,Risk Manager,21326.85,6283.23,15731.63,34201.36
56,Male,China,Quantitative Analyst,9647.37,1269.29,5933.23,11443.32
38,Male,Germany,Wealth Manager,4100.85,4208.12,6411.12,61201.92
25,Male,China,Trader,33642.3,8186.58,7739.22,89390.44
45,Female,Canada,Quantitative Analyst,15916.09,26469.07,13809.08,18158.88
22,Male,Brazil,Trader,11550.98,25679.25,14857.28,2180.5
34,Male,Brazil,Broker,19059.72,1962.47,26151.76,88384.17
54,Other,Brazil,Compliance Officer,29686.86,8713.58,26768.76,69782.96
53,Other,Canada,Quantitative Analyst,33618.09,26685.02,17620.59,80869.62
71,Other,Japan,Risk Manager,32293.99,7137.94,8478.05,5983.78
36,Female,Australia,Financial Advisor,43176.95,29879.16,24562.19,89045.53
80,Female,France,Wealth Manager,11016.0,7742.36,23796.82,41915.6
44,Other,Australia,Portfolio Manager,31873.63,22186.44,23948.71,89761.72
70,Other,Brazil,Analyst,5145.61,12540.92,540.21,6492.47
51,Male,Japan,Compliance Officer,27441.94,4130.52,22628.22,88480.77
28,Male,Canada,Analyst,29239.52,7691.88,25588.95,67337.65
71,Female,India,Risk Manager,10890.24,20269.79,18170.74,55426.85
62,Female,Japan,Broker,19645.49,10144.84,22549.76,6178.08
64,Male,India,Portfolio Manager,41376.93,18143.64,23296.3,68841.75
29,Other,Canada,Portfolio Manager,7505.61,6205.65,15222.17,59777.42
71,Male,USA,Portfolio Manager,21781.86,13485.0,24417.94,72628.89
38,Female,Germany,Trader,46643.38,15391.76,23779.11,71671.68
71,Female,France,Wealth Manager,25255.04,12412.9,27487.33,44373.43
28,Male,Australia,Quantitative Analyst,36284.17,5977.65,27645.14,20468.12
56,Male,China,Wealth Manager,41360.62,13873.53,15914.95,91896.83
45,Male,China,Quantitative Analyst,10268.34,20802.37,993.24,92558.96
22,Female,Germany,Compliance Officer,10989.04,28948.92,622.25,21193.13
34,Other,Japan,Trader,37953.71,23696.17,28170.85,63065.33
73,Male,China,Wealth Manager,37690.01,4886.04,10153.96,20287.05
37,Female,UK,Trader,3103.15,8217.42,11357.12,86122.45
58,Female,China,Financial Advisor,16192.66,2410.78,14123.75,9821.33
63,Female,Canada,Compliance Officer,19986.77,4112.7,8010.68,99019.74
75,Male,Germany,Wealth Manager,41469.12,7557.95,17732.91,61086.19
29,Male,France,Trader,21150.93,6025.84,23549.38,2291.26
23,Other,Germany,Risk Manager,46303.85,6448.8,7757.38,88190.33
34,Female,France,Market Strategist,49830.73,6961.57,22304.68,68445.82
68,Male,UK,Quantitative Analyst,39058.24,9055.33,20176.97,69732.23
36,Female,China,Portfolio Manager,33352.7,3811.3,15791.22,27503.23
43,Female,Germany,Market Strategist,19655.67,8371.16,9796.99,33679.64
65,Other,India,Analyst,3445.27,20667.93,26189.6,91441.73
61,Male,Brazil,Trader,28699.62,7130.21,12113.74,63495.8
61,Male,UK,Analyst,18149.07,5196.56,11271.16,1695.41
69,Female,Japan,Financial Advisor,17609.81,2077.49,19259.06,32740.7
49,Female,India,Risk Manager,34416.69,15024.15,27613.93,59854.32
23,Other,France,Quantitative Analyst,23235.6,25267.38,15265.14,14800.65
80,Other,Germany,Financial Advisor,37629.48,1817.55,21694.59,9829.11
72,Other,France,Broker,19968.84,16292.66,13733.65,5938.49
75,Other,France,Compliance Officer,7628.08,19536.04,6603.29,63057.97
53,Other,UK,Financial Advisor,23121.24,17794.23,3762.37,32059.74
55,Other,India,Market Strategist,47555.52,26334.81,4132.98,37367.87
28,Female,Germany,Quantitative Analyst,40096.08,25998.55,688.71,6004.04
50,Other,China,Market Strategist,10366.89,1766.36,16609.42,73801.88
79,Female,USA,Quantitative Analyst,19625.9,10860.27,3976.62,76675.68
41,Female,Australia,Portfolio Manager,46396.83,20141.35,25977.67,82943.56
40,Male,Australia,Wealth Manager,6272.58,28575.72,29487.78,65166.33
32,Female,UK,Quantitative Analyst,12772.12,24150.31,14901.27,77328.86
44,Female,Japan,Market Strategist,13184.91,5338.85,13517.73,57722.64
28,Other,Canada,Analyst,28589.55,8412.3,10474.77,49163.71
74,Female,USA,Financial Advisor,20595.59,22919.64,19158.91,25981.25
68,Other,Germany,Financial Advisor,4085.55,14170.67,18260.41,5337.75
67,Other,Australia,Quantitative Analyst,31496.15,16441.71,10334.29,29182.2
34,Other,Japan,Broker,5043.99,18288.95,10327.84,68362.62
68,Male,Canada,Quantitative Analyst,30360.11,3143.58,19361.87,92683.49
70,Other,India,Trader,25399.72,25686.06,16658.66,25621.37
31,Female,Germany,Analyst,24734.07,25900.88,21570.74,66984.91
44,Other,France,Portfolio Manager,3468.06,14073.77,28244.7,47824.46
35,Other,Japan,Portfolio Manager,31997.1,18824.01,23398.77,62754.84
45,Other,Germany,Market Strategist,21622.88,19814.13,9165.15,162.18
68,Male,USA,Risk Manager,20614.2,5732.19,22785.72,12265.31
64,Female,France,Wealth Manager,29862.92,3421.92,13528.23,21702.11
80,Male,USA,Market Strategist,30351.78,669.15,23340.81,89345.12
64,Female,Brazil,Trader,850.16,27390.81,26602.81,4052.77
21,Male,Australia,Risk Manager,6348.77,10404.11,7535.68,56963.39
24,Female,Canada,Wealth Manager,11902.26,2620.64,7197.42,92863.93
62,Male,Japan,Financial Advisor,33931.07,14000.71,13007.12,65206.99
52,Other,France,Market Strategist,28879.38,2314.97,1593.44,48440.41
65,Male,Australia,Portfolio Manager,37905.69,2603.26,20586.29,38599.18
80,Male,UK,Risk Manager,37056.33,14692.12,22503.55,62419.52
26,Other,USA,Risk Manager,42673.83,15289.66,10395.63,48038.52
25,Other,Brazil,Analyst,18903.06,17425.29,13985.29,70541.19
69,Female,USA,Quantitative Analyst,17318.69,19706.53,17731.18,61777.46
62,Female,Germany,Trader,41567.67,20064.61,2254.26,56740.87
34,Female,India,Wealth Manager,11956.32,13018.25,21353.36,95681.04
34,Male,Brazil,Wealth Manager,23112.5,19323.82,15824.72,83569.19
66,Female,Brazil,Portfolio Manager,9796.85,9176.96,18746.66,60885.79
50,Male,Canada,Quantitative Analyst,45700.65,13267.18,21728.73,53865.02
49,Male,Japan,Portfolio Manager,20449.37,11830.15,20282.98,72394.37
25,Female,UK,Compliance Officer,10703.1,9906.84,2904.88,80391.55
36,Female,UK,Trader,34631.47,7195.2,23488.63,29523.71
80,Male,Canada,Quantitative Analyst,12307.77,2399.85,18320.9,66694.72
55,Other,USA,Risk Manager,47180.83,15202.02,21460.68,13515.44
20,Other,China,Compliance Officer,18444.09,16141.78,7881.98,43045.13
76,Male,Australia,Portfolio Manager,33265.57,10117.84,6681.75,93843.65
22,Female,China,Compliance Officer,17327.72,29276.52,24791.46,32629.94
30,Male,Germany,Financial Advisor,40381.55,16730.99,11742.16,15423.5
64,Male,UK,Market Strategist,44856.44,26675.87,17281.63,14614.59
63,Female,Japan,Risk Manager,39417.13,17124.06,16570.28,39372.86
78,Other,India,Quantitative Analyst,42440.1,5737.98,17575.75,22517.63
48,Male,USA,Financial Advisor,5183.85,29239.95,2131.72,42692.08
72,Other,Japan,Risk Manager,46210.83,26565.78,9109.09,71888.57
33,Other,Japan,Portfolio Manager,31252.61,14164.65,2041.09,88815.98
67,Female,France,Portfolio Manager,43473.95,7329.58,14430.82,11016.65
49,Male,Brazil,Quantitative Analyst,34253.39,6718.96,27067.86,76840.82
39,Male,Australia,Quantitative Analyst,10172.2,24190.31,11705.83,10348.03
46,Other,Brazil,Wealth Manager,30516.8,2120.1,23484.37,37943.43
39,Other,Japan,Financial Advisor,4638.22,19159.91,8653.03,99654.81
60,Female,Canada,Quantitative Analyst,34816.58,19222.04,25695.16,6867.77
20,Other,China,Wealth Manager,20509.16,5514.51,12614.12,2288.1
71,Female,France,Financial Advisor,7671.49,21162.13,10688.76,33364.87
27,Male,Brazil,Portfolio Manager,48963.57,21176.92,20939.51,95112.08
59,Female,Germany,Compliance Officer,45064.11,10533.42,15407.08,2003.84
79,Other,India,Compliance Officer,44687.83,14527.11,10152.74,22271.15
38,Male,India,Broker,39462.13,24991.27,1789.86,60316.24
33,Female,Australia,Financial Advisor,34629.86,15718.44,5040.85,23375.33
29,Male,Germany,Financial Advisor,32788.47,18563.81,23181.1,5380.76
19,Female,Brazil,Wealth Manager,5394.08,12412.45,27625.91,5244.47
58,Other,Brazil,Market Strategist,45038.26,4530.49,5106.71,55915.93
41,Other,Japan,Compliance Officer,44068.31,29942.1,17104.76,56189.39
52,Male,Brazil,Portfolio Manager,37417.85,15969.52,1073.5,70647.38
73,Male,Germany,Wealth Manager,46373.02,10126.57,8760.76,13174.11
47,Male,India,Quantitative Analyst,27698.86,21427.93,13491.2,49985.17
74,Female,Japan,Financial Advisor,22437.35,18643.61,22089.54,60094.92
47,Other,USA,Trader,48400.58,7025.6,1371.03,22237.59
64,Male,Germany,Wealth Manager,23260.15,26313.92,23447.86,54734.27
52,Male,Canada,Risk Manager,32102.09,2173.54,6119.3,70823.83
36,Male,Brazil,Analyst,18715.8,18190.66,22797.98,99084.06
67,Female,India,Compliance Officer,31852.68,14362.76,18782.85,59642.27
25,Male,China,Portfolio Manager,36032.94,9580.04,10220.3,86119.08
43,Male,Brazil,Risk Manager,31270.31,24800.08,21726.36,83367.27
66,Female,Canada,Broker,25776.69,19705.5,7127.86,94026.69
57,Female,India,Portfolio Manager,15075.53,22797.01,6630.85,72305.56
24,Male,Australia,Quantitative Analyst,32227.9,12469.03,1899.26,21310.04
47,Male,Brazil,Risk Manager,45430.6,28274.83,11822.66,29809.11
24,Female,Japan,Trader,444.94,10374.47,2976.31,78468.5
20,Other,France,Market Strategist,6783.06,15954.8,12614.05,52082.27
18,Female,Germany,Compliance Officer,6076.68,28012.82,343.62,25130.86
53,Other,Canada,Financial Advisor,46167.94,2541.51,4694.75,65667.03
42,Male,Brazil,Market Strategist,33171.11,3308.87,27974.54,90653.59
54,Male,USA,Compliance Officer,47594.23,29825.92,23877.08,35768.99
18,Other,China,Compliance Officer,29182.38,29143.17,7123.1,59624.49
32,Female,India,Quantitative Analyst,23140.47,23162.46,21562.85,58150.05
54,Male,Canada,Broker,39637.91,14551.44,20071.03,12697.47
30,Other,Germany,Broker,8131.02,15206.52,5348.92,9024.5
57,Female,Brazil,Quantitative Analyst,19128.77,7753.53,11163.2,88942.68
25,Other,USA,Quantitative Analyst,23367.08,13010.29,27415.49,93353.69
22,Female,India,Compliance Officer,14993.07,12968.91,22174.6,90424.18
77,Female,Germany,Risk Manager,18627.15,1130.9,22822.46,39665.48
26,Female,India,Financial Advisor,3997.45,13622.09,16938.39,28762.01
80,Female,Germany,Analyst,9979.38,14419.84,19982.92,94217.23
18,Other,Brazil,Broker,16841.29,19990.21,15286.72,88280.24
53,Other,France,Portfolio Manager,39814.93,15517.76,22239.77,81981.73
52,Other,UK,Analyst,9206.62,25857.4,21995.19,33418.5
19,Other,Japan,Market Strategist,17397.35,11058.48,980.94,63874.26
80,Other,France,Compliance Officer,3339.52,12321.04,18971.64,75042.03
57,Female,UK,Market Strategist,27899.51,17165.9,18912.92,57615.43
40,Male,Brazil,Risk Manager,30601.42,6121.55,2066.23,60200.43
26,Male,Brazil,Broker,43289.27,11835.27,12340.92,75668.78
51,Other,Brazil,Risk Manager,40973.89,20600.72,26968.73,76682.8
63,Other,UK,Compliance Officer,14340.36,12383.67,28605.49,23994.87
31,Male,USA,Analyst,6933.99,27203.16,23477.22,39067.47
21,Female,Canada,Market Strategist,7888.55,18478.25,4586.56,78118.44
47,Other,UK,Analyst,48451.3,4655.34,11272.86,26144.75
48,Female,China,Risk Manager,33693.97,14648.96,5517.47,91559.4
55,Male,Canada,Wealth Manager,2224.28,22955.12,19581.48,83889.33
28,Male,China,Portfolio Manager,6925.28,19318.19,23205.68,89545.62
52,Other,Germany,Market Strategist,24341.42,26563.64,26518.78,29729.99
25,Female,Japan,Broker,10470.66,22511.99,25826.42,10511.7
20,Other,Japan,Quantitative Analyst,40202.58,1895.33,3021.34,10059.06
31,Male,Japan,Risk Manager,28703.53,3419.75,3813.94,55590.75
77,Female,Australia,Risk Manager,30670.35,19509.97,27294.67,30559.04
30,Other,UK,Market Strategist,23194.99,7190.32,25321.34,26352.17
62,Other,USA,Portfolio Manager,12877.53,17655.66,13838.33,22240.54
49,Other,Germany,Quantitative Analyst,29511.24,23776.92,12930.06,56209.76
51,Male,Brazil,Trader,35876.81,17329.1,16606.35,54809.52
62,Other,UK,Analyst,18610.31,12493.88,17919.24,42231.27
78,Female,China,Market Strategist,25296.69,19405.8,7663.79,13844.0
36,Other,China,Portfolio Manager,42000.23,4351.4,12142.07,92879.48
76,Male,Canada,Financial Advisor,7519.22,21710.08,18609.8,42793.6
55,Other,Brazil,Wealth Manager,27306.7,20925.9,6227.71,12364.23
33,Male,Australia,Trader,17485.79,15456.38,29965.06,3707.89
19,Male,China,Portfolio Manager,35169.46,8400.46,8524.04,15259.33
57,Female,Japan,Portfolio Manager,1038.63,23937.04,16594.84,29712.62
34,Female,Canada,Risk Manager,33556.62,15340.98,16647.08,63009.35
72,Other,France,Quantitative Analyst,5234.6,1822.35,13571.98,97093.57
51,Male,India,Portfolio Manager,3331.91,27562.45,7284.23,27206.77
59,Male,Canada,Financial Advisor,36258.7,23043.11,16982.32,78980.43
77,Female,Canada,Compliance Officer,32053.07,17564.91,2775.88,91138.63
33,Female,China,Portfolio Manager,44757.3,13132.92,11638.44,39157.26
55,Other,UK,Wealth Manager,26030.78,28799.0,6766.35,25327.36
77,Male,Brazil,Broker,26548.22,23261.87,3769.12,49106.69
19,Female,France,Analyst,35380.19,16073.04,27768.21,89671.21
19,Other,Japan,Quantitative Analyst,16237.54,19611.96,21013.29,1098.19
43,Male,UK,Financial Advisor,1941.93,8458.47,5106.43,48663.15
30,Male,Germany,Quantitative Analyst,11579.29,5911.69,28484.41,75759.53
73,Female,China,Portfolio Manager,11976.87,8235.92,6518.96,60113.04
64,Other,Brazil,Market Strategist,16849.38,8829.43,7106.62,49733.94
48,Female,USA,Trader,47178.79,22205.17,4041.45,55361.32
77,Other,Japan,Broker,40261.66,4244.83,21849.2,61923.17
51,Male,UK,Wealth Manager,46804.22,23338.74,17147.72,68207.52
56,Other,Japan,Broker,49930.62,15725.69,1794.62,35618.56
20,Other,Brazil,Financial Advisor,21745.57,11567.96,807.73,51737.45
25,Other,Germany,Analyst,11430.96,9046.86,16003.15,27357.02
40,Other,Germany,Financial Advisor,28044.21,15420.36,19563.36,98399.01
31,Other,Japan,Wealth Manager,44068.61,9559.68,24695.06,18728.81
73,Female,Germany,Market Strategist,23340.02,12912.09,14374.27,15065.72
79,Other,UK,Wealth Manager,25319.43,22183.51,20312.09,26882.23
72,Other,Japan,Quantitative Analyst,6808.51,18798.66,22022.99,92005.43
44,Male,UK,Quantitative Analyst,21080.73,22452.07,18410.93,65885.61
71,Other,Germany,Market Strategist,19411.04,21403.56,10598.88,45592.75
46,Male,Australia,Portfolio Manager,17649.26,24461.42,4000.27,92539.54
56,Female,India,Risk Manager,44376.2,6090.61,19443.78,90014.72
70,Female,USA,Compliance Officer,3059.14,29853.93,23072.46,40159.25
56,Other,China,Market Strategist,48610.14,14299.32,5735.32,56364.1
18,Female,Brazil,Wealth Manager,511.52,21561.08,14871.26,90537.4
34,Other,USA,Compliance Officer,47285.14,20348.62,11947.5,31939.87
58,Female,UK,Portfolio Manager,27447.57,17006.2,6210.81,40753.72
47,Other,India,Compliance Officer,35152.02,29874.7,7397.13,79301.46
70,Other,India,Trader,9437.93,6558.61,7168.34,69863.88
30,Male,Australia,Analyst,32745.16,12680.78,12596.98,4865.04
38,Male,France,Financial Advisor,44109.69,3875.53,11744.33,11737.64
36,Male,France,Compliance Officer,7060.06,5495.97,16647.65,84626.39
70,Male,UK,Wealth Manager,6441.37,21403.27,2841.66,2973.87
36,Other,India,Quantitative Analyst,15268.5,195.04,17458.45,91992.92
74,Female,Australia,Broker,8170.12,26700.13,704.29,27175.28
42,Other,China,Compliance Officer,5621.23,19013.88,7758.39,59837.92
39,Male,China,Quantitative Analyst,33948.12,13255.11,15089.03,56458.09
48,Male,USA,Portfolio Manager,10769.95,9974.27,20623.74,39625.38
34,Female,Japan,Portfolio Manager,33384.04,3831.91,23149.41,3143.69
72,Male,Brazil,Risk Manager,43110.27,27650.8,1115.06,19247.13
40,Other,Australia,Market Strategist,32636.04,21384.05,16147.73,61497.35
49,Other,Japan,Financial Advisor,6056.42,10124.97,10665.38,44637.28
79,Other,Germany,Portfolio Manager,28721.52,2174.54,20862.52,41383.7
27,Other,China,Financial Advisor,19742.07,9804.2,8549.2,9770.29
27,Other,UK,Portfolio Manager,17234.21,5579.8,22324.52,34712.74
53,Female,Australia,Market Strategist,15994.72,23598.89,18087.0,52643.06
25,Other,India,Risk Manager,46478.67,21601.98,23700.69,7769.27
71,Male,Canada,Compliance Officer,37151.12,14969.91,29532.6,6669.58
69,Male,Canada,Financial Advisor,6779.05,26580.94,27262.15,49155.34
37,Male,China,Portfolio Manager,23852.67,5461.39,17819.04,56125.22
49,Male,Australia,Portfolio Manager,15979.33,13586.37,26818.18,25764.15
67,Female,Japan,Portfolio Manager,48899.12,21333.08,4635.04,32576.63
31,Male,Japan,Wealth Manager,48903.65,2080.68,1338.9,79687.04
67,Female,Australia,Portfolio Manager,16044.77,11211.69,16017.34,86923.6
45,Male,Brazil,Portfolio Manager,17670.44,17171.36,29232.37,32522.87
63,Female,China,Broker,30010.77,11035.77,21306.61,35571.46
69,Female,Germany,Financial Advisor,24017.42,14431.96,9189.01,83032.66
70,Female,USA,Compliance Officer,10733.73,18263.14,20079.7,97383.45
41,Male,Australia,Portfolio Manager,33054.57,11083.3,1245.24,32059.32
32,Female,Brazil,Broker,16773.02,3225.13,14145.06,78872.66
39,Other,Canada,Portfolio Manager,32720.45,4226.36,7155.81,47969.24
47,Other,Japan,Quantitative Analyst,19245.71,15833.77,1523.48,26372.8
80,Male,UK,Trader,35040.47,5283.46,7534.82,68178.52
21,Other,China,Quantitative Analyst,33423.19,26700.52,21687.69,46255.04
30,Other,Japan,Risk Manager,25489.76,25033.86,16558.1,26816.24
76,Other,Germany,Compliance Officer,35266.53,10503.51,751.88,10722.96
40,Male,Brazil,Analyst,23102.19,24938.07,12321.65,86695.44
25,Male,Canada,Analyst,5895.3,16018.98,22577.52,87866.78
35,Other,Germany,Wealth Manager,9187.1,4813.58,28640.41,7496.18
29,Male,USA,Market Strategist,12375.06,18445.65,26237.01,66339.54
72,Female,France,Trader,3255.12,20399.56,95.52,16257.74
48,Other,UK,Analyst,35597.92,2562.55,6600.12,64632.01
31,Male,USA,Analyst,18432.77,9467.87,6271.72,90761.72
51,Male,China,Market Strategist,4766.81,211.25,12422.18,26021.47
35,Other,Japan,Compliance Officer,41015.91,9527.04,19390.35,34792.92
73,Male,India,Risk Manager,34214.35,10096.59,4634.42,79513.0
51,Other,India,Wealth Manager,22665.99,18924.75,27474.58,73537.38
80,Male,Canada,Compliance Officer,12446.52,6011.35,23324.65,40865.53
28,Female,Australia,Portfolio Manager,7672.12,951.23,12608.99,84854.81
58,Other,Japan,Portfolio Manager,22972.87,9503.25,17540.6,92058.55
29,Female,India,Trader,44273.76,24777.31,16276.97,45264.36
66,Other,Brazil,Broker,9500.93,12004.4,17487.79,3945.16
32,Male,France,Trader,28476.1,12482.06,25810.45,50944.0
74,Female,Canada,Analyst,48088.13,14097.38,6043.58,73968.25
48,Male,UK,Compliance Officer,31892.12,22566.08,20527.23,22003.57
66,Other,USA,Trader,22054.24,14426.75,3255.63,9943.03
75,Other,USA,Financial Advisor,35847.01,2783.92,13801.96,28521.46
46,Other,India,Wealth Manager,41246.44,6231.67,19093.37,1158.69
43,Other,Canada,Broker,29566.76,5677.53,424.42,71547.17
35,Other,India,Broker,43604.43,15260.51,3286.58,14606.84
49,Female,USA,Portfolio Manager,25778.13,946.39,2783.44,72364.9
39,Other,China,Quantitative Analyst,41518.45,8544.32,11272.04,23454.8
55,Male,Germany,Financial Advisor,47605.76,18235.49,18679.17,99206.21
34,Female,Japan,Broker,25112.05,10671.79,29879.15,53179.54
40,Male,Canada,Compliance Officer,30289.59,21245.98,7659.66,4133.89
41,Other,Brazil,Compliance Officer,30512.43,11767.08,4121.99,77267.89
67,Male,India,Market Strategist,39093.6,29378.76,12472.14,41009.02
25,Female,India,Market Strategist,41166.0,28962.42,4421.96,60732.13
58,Female,Australia,Compliance Officer,1458.74,24005.23,785.11,95121.32
23,Female,France,Trader,36694.64,28634.0,16940.57,51726.98
22,Male,UK,Compliance Officer,39212.38,6183.11,26393.2,80437.64
61,Female,India,Financial Advisor,35051.43,22540.15,25832.46,30279.28
74,Male,Brazil,Portfolio Manager,35713.41,9683.68,3068.62,71452.1
46,Other,UK,Quantitative Analyst,2166.0,21772.56,4466.93,9932.3
45,Other,France,Analyst,22157.73,11248.11,14759.07,89334.91
28,Male,Australia,Broker,40927.16,8718.15,11063.11,19974.74
74,Female,India,Wealth Manager,46706.96,28765.91,21107.08,30192.95
18,Male,UK,Quantitative Analyst,11550.45,6336.07,14873.48,95821.19
60,Male,UK,Portfolio Manager,29001.83,22769.13,652.54,15521.36
36,Male,China,Market Strategist,40236.08,20256.43,8572.7,25440.98
26,Other,UK,Compliance Officer,37645.14,9139.16,27049.68,58017.93
44,Male,USA,Trader,30982.62,13777.37,15369.69,98069.4
51,Other,France,Market Strategist,1032.69,4331.15,23948.57,69141.95
61,Male,Brazil,Portfolio Manager,36221.9,27640.2,12098.77,11419.01
21,Other,Australia,Wealth Manager,38684.8,29045.19,20325.06,74811.72
53,Male,France,Analyst,36170.19,21987.27,5111.65,42621.55
35,Male,Germany,Wealth Manager,38313.88,25490.14,22109.17,99232.89
32,Female,USA,Trader,21602.65,2524.39,23608.1,62871.71
68,Female,Australia,Financial Advisor,49688.23,11549.86,2749.7,53195.59
30,Male,Germany,Market Strategist,38562.27,9957.79,5540.16,55726.52
36,Male,UK,Risk Manager,28976.13,16970.3,13913.53,64156.18
66,Male,France,Compliance Officer,46716.14,5541.49,19141.23,73182.93
23,Male,Brazil,Portfolio Manager,45419.1,16923.27,19142.87,7832.18
65,Female,Australia,Wealth Manager,40746.9,19648.24,20062.68,13066.95
73,Other,Japan,Financial Advisor,28228.38,4013.98,21446.74,30047.77
29,Male,Germany,Quantitative Analyst,26402.34,3995.04,15197.71,47795.43
68,Female,China,Broker,16502.53,1110.93,17266.92,31106.74
54,Male,USA,Portfolio Manager,12618.81,22838.73,301.76,21383.81
34,Male,USA,Broker,25666.74,9963.71,5039.69,92502.97
75,Other,China,Trader,28931.31,6801.34,14981.99,3260.05
40,Male,USA,Broker,12301.87,23353.93,22380.51,93869.82
43,Male,Canada,Market Strategist,46137.8,4340.51,24277.3,90724.23
46,Other,Canada,Broker,27907.97,12844.14,21881.86,68378.17
50,Other,Australia,Risk Manager,26372.62,22356.36,14617.76,3253.46
77,Other,Japan,Quantitative Analyst,21838.36,17236.28,8474.26,22535.56
44,Other,Brazil,Wealth Manager,2997.76,16642.3,13369.25,97910.06
42,Female,UK,Risk Manager,44131.83,4766.03,328.38,90595.04
73,Female,Canada,Trader,15918.01,5468.94,17958.89,96457.2
72,Female,Germany,Risk Manager,32158.77,17497.64,2283.28,99612.32
27,Male,China,Trader,30410.93,755.83,4404.43,6388.75
64,Other,France,Risk Manager,29265.89,26080.08,18798.0,57086.25
40,Other,Japan,Portfolio Manager,26333.04,10546.6,449.79,83413.76
38,Female,Brazil,Risk Manager,9153.85,12527.66,17227.98,31970.9
38,Male,Germany,Risk Manager,14102.23,7790.05,19169.48,43555.87
60,Male,Japan,Trader,26256.98,26306.3,23658.84,28373.86
30,Male,China,Wealth Manager,39488.19,19293.0,2087.51,3807.21
54,Female,Germany,Broker,21656.25,13524.76,137.8,7271.33
50,Male,China,Analyst,10275.74,17580.0,23017.39,2144.18
41,Male,Brazil,Analyst,4488.43,11442.07,8737.11,52724.44
61,Male,USA,Quantitative Analyst,33184.25,13994.2,26621.8,61842.31
28,Other,UK,Market Strategist,21224.66,10761.08,5589.81,30770.17
34,Female,UK,Analyst,6356.01,12349.71,17585.9,82614.85
21,Other,India,Trader,33755.9,9483.55,3326.82,88801.34
64,Other,Canada,Analyst,10458.18,2375.35,12110.57,13974.83
42,Female,Australia,Quantitative Analyst,25499.9,1168.52,26467.83,5192.45
47,Other,France,Market Strategist,15378.78,5264.48,18270.01,31938.06
26,Male,China,Compliance Officer,46591.33,7586.55,20704.03,71298.75
38,Male,India,Quantitative Analyst,11491.57,26719.63,6817.81,50742.39
37,Male,India,Trader,21053.93,18356.9,27686.39,48809.0
36,Male,India,Compliance Officer,47978.73,28751.0,18723.3,15241.04
36,Female,China,Risk Manager,16004.39,10222.42,3221.27,35145.41
29,Other,Brazil,Compliance Officer,32265.2,12082.05,515.79,95889.13
54,Other,China,Analyst,15904.68,21606.61,526.88,34056.04
